AÑO,MES,CLIENTE,CODIGO,NOMBRE DE ARTICULO,UNIDAD / MEDIDA,CANTIDAD,VALOR UNITARIO,TOTAL DESCUENTO,VALOR TOTAL,# FACT.,CC,CAT1,CAT2,CAT3,CATEGORIA,DEPARTAMENTO,MUNICIPIOS,fecha_periodo,rango_ticket,mes_num
2024,Noviembre,22222222,60332,SEMILLA GIRASOL X 200G             ,BOLSA          ,2,3000.0,0,6000,1,22222222,603,603,606,SEMILLAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60500,MOCHILA SAL 11%                    ,MOCHILA        ,1,24000.0,0,24000,1,22222222,605,605,605,SALES                                   ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60502,SAL 11% X 5KG*10                   ,BOLSA          ,1,12000.0,0,12000,1,22222222,605,605,605,SALES                                   ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60504,SAL 11% X 40KG                     ,BOLSA          ,2,75500.0,0,151000,2,22222222,605,605,605,SALES                                   ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,60507,SAL 6% X 40KG                      ,BOLSA          ,4,65750.0,0,263000,4,22222222,605,605,605,SALES                                   ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,22222222,60700,MAIZ NACIONAL X50KG                ,BULTO          ,10,81300.0,0,813000,9,22222222,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,$500K-$1M,11
2024,Noviembre,22222222,60701,MAIZ NACIONAL @                    ,BOLSA          ,4,25500.0,0,102000,3,22222222,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,60702,MAIZ PARTIDO NACIONAL @            ,BOLSA          ,1,75000.0,0,75000,1,22222222,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,60703,MAIZ PARTIDO NACIONAL X 40KG       ,BULTO          ,1,78000.0,0,78000,1,22222222,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,60806,DOGOURMET CACHORRO LECHE DESLAC X1K,BOLSA          ,1,14000.0,0,14000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60807,DOGOURMET CARNE PARRILLA ADULTO X 1,BOLSA          ,3,13000.0,0,39000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60810,DONKAT GATOS ADULTOS X 7KG         ,BULTO          ,5,66600.0,0,333000,5,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,22222222,60820,MONELLO CAT GATITOS X 1KG          ,BOLSA          ,1,25000.0,0,25000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60821,"MONELLO CAT SALMON, ATUN, POLLO X 1",BOLSA          ,1,25000.0,0,25000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60822,"MONELLO CAT SALMON, ATUN, POLLO X 7",BULTO          ,24,141625.0,0,3399000,3,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,22222222,60826,MONELLO CACHORRO X7KG              ,BULTO          ,4,98000.0,0,392000,4,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,22222222,60828,MONELLO RAZA PEQUEÑA X 7KG         ,BULTO          ,1,98000.0,0,98000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,60845,DONKAT GATOS ADULTOS X 500G        ,BOLSA          ,1,12000.0,0,12000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60848,MONELLO TRADICIONAL X 7KG          ,BULTO          ,1,88000.0,0,88000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,60850,JABON ASUNTOL                      ,BARRA          ,1,13000.0,0,13000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60858,SHAMPOO CANAMOR FRASCO             ,FRASCO         ,1,22000.0,0,22000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,60881,CHUNKY ADULTO X 9KG                ,BULTO          ,21,68714.29,0,1443000,7,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,22222222,60883,CHUNKY CACHORRO X 9KG              ,BULTO          ,2,78000.0,0,156000,2,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,60884,CHUNKY CACHORRO X 18KG             ,BULTO          ,1,147000.0,0,147000,1,22222222,608,608,608,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,61000,CREOLINA GOLD COOPERS X 120ML      ,FRASCO         ,2,9000.0,0,18000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61016,PORCIFER B-12 X 50ML               ,FRASCO         ,1,23000.0,0,23000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61018,OXITETRAXICICLINA MK 50mg X 50ML   ,FRASCO         ,1,27000.0,0,27000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61042,SOROL X 120ML                      ,FRASCO         ,1,42000.0,0,42000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61063,BOLDENONA 50 X 50ML                ,FRASCO         ,1,42000.0,0,42000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61084,MELAZA GARRAFA X 6KG               ,GARRAFA        ,1,15000.0,0,15000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61085,MELAZA X 30KG                      ,BULTO          ,1,45000.0,0,45000,1,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61096,CABANOS PERROS                     ,UNIDAD         ,3,14000.0,0,42000,2,22222222,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61200,CHUNKY ADULTOS 25KG                ,BULTO          ,23,163000.0,0,3749000,16,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,22222222,61201,ITALCAN CARNE Y VERD 25KG          ,BULTO          ,13,95615.38,0,1243000,12,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,22222222,61203,ITALCAN PLUS POLLO Y ARROZ 25KG    ,BULTO          ,4,95500.0,0,382000,4,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,22222222,61205,AGILITY GOLD GRAN CACHORROS 15KG   ,BULTO          ,1,256000.0,0,256000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,22222222,61206,CHUNKY ADULTO RAZAS PEQUEÑAS 8KG   ,BULTO          ,2,64000.0,0,128000,2,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,61208,CHUNKY ADULTO CORDERO 1.5KG        ,BOLSA          ,1,16000.0,0,16000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61213,CHUNKY CACHORRO CORDERO X1.5K      ,BOLSA          ,1,147000.0,0,147000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,61214,CHUNKY GATOS POLLO 8KG             ,BULTO          ,1,98000.0,0,98000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,61218,MONELLO TRADICIONAL 25KG           ,BULTO          ,8,266375.0,0,2131000,5,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,22222222,61221,NUTRION ADULTO 30KG                ,BULTO          ,10,158000.0,0,1580000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,22222222,61225,MAXI CAT ARENA 10KG                ,BOLSA          ,1,86000.0,0,86000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,61228,DONKAT GATOS CACHORROS 7KG         ,BULTO          ,1,78000.0,0,78000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,61229,DONKAT ADULTO X1KG                 ,BOLSA          ,2,12000.0,0,24000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61258,NETECAN JERINGA X5ML               ,JERINGA        ,1,7000.0,0,7000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61280,AGILITY GOLD GRAN ADULT 15 KG      ,BULTO          ,1,247000.0,0,247000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,61282,CHUNKY CORDERO 12 KG               ,UNIDAD         ,1,146000.0,0,146000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,22222222,61289,AGILITY GOLD PEQ CACHORRO 1.5 KG   ,BOL            ,1,36000.0,0,36000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,22222222,61299,ARENA SEPI CAT                     ,BOLSA          ,1,85000.0,0,85000,1,22222222,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,22222222,61301,NEXGARD                            ,PASTA          ,4,81250.0,0,325000,2,22222222,613,613,613,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,22222222,61302,CREDELIO                           ,PASTA          ,1,50000.0,0,50000,1,22222222,613,613,613,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,24113253,30118,NUTRECAN SENIOR 8KG                ,BULTO          ,2,102000.0,0,204000,2,24113253,301,301,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,33448889,10506,CONTELAC 18%                       ,BULTO          ,2,74000.0,0,148000,1,33448889,105,105,105,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,33448889,10824,RINGO PREMIUM 30KG                 ,BULTO          ,1,152000.0,0,152000,1,33448889,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,33448889,10833,FILPO ADULTO 30KG                  ,BULTO          ,2,106000.0,0,212000,2,33448889,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,33448889,20203,SUPER HUEVO PREPICO 100            ,BULTO          ,5,83600.0,0,418000,2,33448889,202,202,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,33448889,60702,MAIZ PARTIDO NACIONAL @            ,BOLSA          ,1,75000.0,0,75000,1,33448889,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,40022620,10824,RINGO PREMIUM 30KG                 ,BULTO          ,4,152000.0,0,608000,1,40022620,108,108,108,MASCOTAS                                ,Boyaca,Tunja,2024-Noviembre,$500K-$1M,11
2024,Noviembre,46379189,20203,SUPER HUEVO PREPICO 100            ,BULTO          ,1,78000.0,0,78000,1,46379189,202,202,101,AVICULTURA                              ,Boyaca,Nobsa,2024-Noviembre,$50K-$100K,11
2024,Noviembre,46385688,61200,CHUNKY ADULTOS 25KG                ,BULTO          ,1,160000.0,0,160000,1,46385688,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,46385688,61218,MONELLO TRADICIONAL 25KG           ,BULTO          ,1,266000.0,0,266000,1,46385688,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,47428820,10114,POLLO CAMPESINO C                  ,BULTO          ,8,85000.0,0,680000,1,47428820,101,101,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$500K-$1M,11
2024,Noviembre,74083883,10306,TRUCHAS 40 CP E                    ,BULTO          ,2,200000.0,0,400000,2,74083883,103,103,103,ACUACULTURA                             ,Boyaca,Corrales,2024-Noviembre,$250K-$500K,11
2024,Noviembre,74083883,10833,FILPO ADULTO 30KG                  ,BULTO          ,5,105400.0,0,527000,3,74083883,108,108,108,MASCOTAS                                ,Boyaca,Corrales,2024-Noviembre,$500K-$1M,11
2024,Noviembre,74083883,10842,MIRRINGO 8KG                       ,BULTO          ,1,67000.0,0,67000,1,74083883,108,108,108,MASCOTAS                                ,Boyaca,Corrales,2024-Noviembre,$50K-$100K,11
2024,Noviembre,74083883,20706,TRUCHA LEVANTE 40                  ,BULTO          ,3,193333.33,0,580000,2,74083883,207,207,207,ACUACULTURA                             ,Boyaca,Corrales,2024-Noviembre,$500K-$1M,11
2024,Noviembre,74083883,20707,TRUCHA FINALIZACION 40             ,BULTO          ,2,208000.0,0,416000,2,74083883,207,207,207,ACUACULTURA                             ,Boyaca,Corrales,2024-Noviembre,$250K-$500K,11
2024,Noviembre,74083883,50210,SUPERCAN DELI ADULTOS 15KG         ,BULTO          ,1,70000.0,0,70000,1,74083883,502,502,502,MASCOTAS                                ,Boyaca,Corrales,2024-Noviembre,$50K-$100K,11
2024,Noviembre,74084607,61282,CHUNKY CORDERO 12 KG               ,UNIDAD         ,1,149000.0,0,149000,1,74084607,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,74181266,10203,MAXI LECHONES   R                  ,BULTO          ,6,95000.0,0,570000,1,74181266,102,102,102,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$500K-$1M,11
2024,Noviembre,74183747,30110,NUTRECAN ADULTOS RM Y RG 8KG       ,BULTO          ,1,75000.0,0,75000,1,74183747,301,301,108,MASCOTAS                                ,Casanare,Pore,2024-Noviembre,$50K-$100K,11
2024,Noviembre,74381736,20303,CERDO ENGORDE NARANJA              ,BULTO          ,3,89000.0,0,267000,1,74381736,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,79434226,20302,CERDO LEVANTE 1 NARANJA            ,BULTO          ,48,90000.0,0,4320000,1,79434226,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,>$1M,11
2024,Noviembre,900092905,10102,MAXI POLLITOS 1K*20                ,BOLSA          ,4,1425.0,0,5700,4,900092905,101,101,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,900092905,10109,MAXI BROILER PIGMENTO C            ,BULTO          ,1,108000.0,0,108000,1,900092905,101,101,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,900092905,10824,RINGO PREMIUM 30KG                 ,BULTO          ,1,152000.0,0,152000,1,900092905,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,900092905,60700,MAIZ NACIONAL X50KG                ,BULTO          ,1,78000.0,0,78000,1,900092905,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,900147227,10515,NOVILLOS CEBA P                    ,BULTO          ,2,78000.0,0,156000,1,900147227,105,105,105,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,900199719,20503,CREMOSA                            ,BULTO          ,6,64000.0,0,384000,1,900199719,205,205,205,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,900199719,60126,POMADA BETA-BEST POTE X 220G       ,POTE           ,1,22000.0,0,22000,1,900199719,601,601,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,900199719,60134,TONI-CALL B12 INYEC FRASCO X 100ML ,FRASCO         ,1,75000.0,0,75000,1,900199719,601,601,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,900199719,60504,SAL 11% X 40KG                     ,BOLSA          ,1,75000.0,0,75000,1,900199719,605,605,605,SALES                                   ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,900199719,61085,MELAZA X 30KG                      ,BULTO          ,1,36000.0,0,36000,1,900199719,610,610,610,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,900199719,61183,STREPTOLAND ORAL SOBRE             ,SOBRE          ,2,9000.0,0,18000,1,900199719,611,611,611,DROGA VETERINARIA                       ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,901040704,10819,RINGO CACHORROS 30KG               ,BULTO          ,1,149000.0,0,149000,1,901040704,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901206877,10400,POTROS  CINTA AZUL                 ,BULTO          ,2,82000.0,0,164000,1,901206877,104,104,104,EQUINOS                                 ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901206877,10401,YEGUAS                             ,BULTO          ,2,84000.0,0,168000,1,901206877,104,104,104,EQUINOS                                 ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901206877,10829,RINGO CROQUETAS 30KG               ,BULTO          ,2,125000.0,0,250000,1,901206877,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901206877,61205,AGILITY GOLD GRAN CACHORROS 15KG   ,BULTO          ,1,36000.0,0,36000,1,901206877,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,901283723,10829,RINGO CROQUETAS 30KG               ,BULTO          ,1,125000.0,0,125000,1,901283723,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901591495,10120,MAXI HUEVO H                       ,BULTO          ,1,85000.0,0,85000,1,901591495,101,101,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,901591495,10701,CONEJOS                            ,BULTO          ,4,88000.0,0,352000,2,901591495,107,107,107,CONEJOS                                 ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,901624523,20301,CERDITOS INICIACION NARANJA        ,BULTO          ,8,115000.0,0,920000,1,901624523,203,203,203,PORCICULTURA                            ,Boyaca,Tunja,2024-Noviembre,$500K-$1M,11
2024,Noviembre,901624523,20302,CERDO LEVANTE 1 NARANJA            ,BULTO          ,25,91000.0,0,2275000,1,901624523,203,203,203,PORCICULTURA                            ,Boyaca,Tunja,2024-Noviembre,>$1M,11
2024,Noviembre,901624523,20305,CERDA GESTACION NARANJA            ,BULTO          ,40,83000.0,0,3320000,1,901624523,203,203,203,PORCICULTURA                            ,Boyaca,Tunja,2024-Noviembre,>$1M,11
2024,Noviembre,901624523,20306,CERDA LACTANCIA NARANJA            ,BULTO          ,30,93000.0,0,2790000,1,901624523,203,203,203,PORCICULTURA                            ,Boyaca,Tunja,2024-Noviembre,>$1M,11
2024,Noviembre,901786502,20202,SUPER HUEVO PREPICO                ,BULTO          ,100,77000.0,0,7700000,1,901786502,202,202,101,AVICULTURA                              ,Boyaca,Nobsa,2024-Noviembre,>$1M,11
2024,Noviembre,901786502,20203,SUPER HUEVO PREPICO 100            ,BULTO          ,200,76000.0,0,15200000,1,901786502,202,202,101,AVICULTURA                              ,Boyaca,Nobsa,2024-Noviembre,>$1M,11
2024,Noviembre,901795156,10202,INICIACION CERDOS                  ,BULTO          ,2,116000.0,0,232000,2,901795156,102,102,102,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901795156,10204,MAXI LECHONES                      ,BULTO          ,1,94000.0,0,94000,1,901795156,102,102,102,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,901795156,10207,MAXI CERDOS FINALIZADOR            ,BULTO          ,2,92000.0,0,184000,1,901795156,102,102,102,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,901795156,20303,CERDO ENGORDE NARANJA              ,BULTO          ,2,88000.0,0,176000,1,901795156,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1007382853,10824,RINGO PREMIUM 30KG                 ,BULTO          ,3,152000.0,0,456000,1,1007382853,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,1007382853,10829,RINGO CROQUETAS 30KG               ,BULTO          ,2,125000.0,0,250000,1,1007382853,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1051588968,10402,CINTA AZUL  ADULTOS                ,BULTO          ,1,80000.0,0,80000,1,1051588968,104,104,104,EQUINOS                                 ,Boyaca,Firavitoba,2024-Noviembre,$50K-$100K,11
2024,Noviembre,1051588968,60701,MAIZ NACIONAL @                    ,BOLSA          ,1,85000.0,0,85000,1,1051588968,607,607,607,MAIZ                                    ,Boyaca,Firavitoba,2024-Noviembre,$50K-$100K,11
2024,Noviembre,1051590093,10121,MAXI HUEVO C                       ,BULTO          ,1,84000.0,0,84000,1,1051590093,101,101,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,1057579440,10122,PONEDORA EXTRA I C 1K*20           ,BOLSA          ,3,2500.0,0,7500,1,1057579440,101,101,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,1057579440,20203,SUPER HUEVO PREPICO 100            ,BULTO          ,1,93000.0,0,93000,1,1057579440,202,202,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,1057579440,20302,CERDO LEVANTE 1 NARANJA            ,BULTO          ,1,92000.0,0,92000,1,1057579440,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,1057579440,20303,CERDO ENGORDE NARANJA              ,BULTO          ,2,88000.0,0,176000,1,1057579440,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1057579440,20307,CERDO LEVANTE                      ,BULTO          ,1,84000.0,0,84000,1,1057579440,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,1057579440,20505,ITAL LECHE PELLET                  ,BULTO          ,8,57750.0,0,462000,2,1057579440,205,205,205,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$250K-$500K,11
2024,Noviembre,1057579440,20706,TRUCHA LEVANTE 40                  ,BULTO          ,3,191666.67,0,575000,2,1057579440,207,207,207,ACUACULTURA                             ,Boyaca,Sogamoso,2024-Noviembre,$500K-$1M,11
2024,Noviembre,1057579440,20707,TRUCHA FINALIZACION 40             ,BULTO          ,1,210000.0,0,210000,1,1057579440,207,207,207,ACUACULTURA                             ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1057579440,30612,CREMALECHE                         ,BULTO          ,3,69000.0,0,207000,2,1057579440,306,306,306,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1057579440,61210,CHUNKY ADULTO X2KG                 ,BOLSA          ,1,36000.0,0,36000,1,1057579440,612,612,612,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,1057596377,10602,FORRAJE GANADERIA H TULIPAN        ,BULTO          ,2,56500.0,0,113000,2,1057596377,106,106,105,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1057596377,10701,CONEJOS                            ,BULTO          ,7,87571.43,0,613000,4,1057596377,107,107,107,CONEJOS                                 ,Boyaca,Sogamoso,2024-Noviembre,$500K-$1M,11
2024,Noviembre,1057596377,20205,PONEDORA CAMPESINA                 ,BULTO          ,2,70000.0,0,140000,1,1057596377,202,202,101,AVICULTURA                              ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1057596377,50201,RAZA PERROS 30KG                   ,BULTO          ,1,105000.0,0,105000,1,1057596377,502,502,502,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,$100K-$250K,11
2024,Noviembre,1057596377,60701,MAIZ NACIONAL @                    ,BOLSA          ,1,35000.0,0,35000,1,1057596377,607,607,607,MAIZ                                    ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,8260002612,10500,TERNERAS LEVANTE                   ,BULTO          ,1,86000.0,0,86000,1,8260002612,105,105,105,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,8260002612,10504,CONTELAC 14%                       ,BULTO          ,1,68000.0,0,68000,1,8260002612,105,105,105,GANADERIA                               ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
2024,Noviembre,8260002612,10831,FILPO ADULTO 10KG                  ,BULTO          ,1,40000.0,0,40000,1,8260002612,108,108,108,MASCOTAS                                ,Boyaca,Sogamoso,2024-Noviembre,<$50K,11
2024,Noviembre,8260002612,20304,CERDO FINALIZADOR NARANJA          ,BULTO          ,1,89000.0,0,89000,1,8260002612,203,203,203,PORCICULTURA                            ,Boyaca,Sogamoso,2024-Noviembre,$50K-$100K,11
